idx,japones,espanol_oficial
1595,石毛　良仁,Esther Greenland
1596,猪俣　晃次,Bela Bluebells
1597,梅崎　健大,Natalie Sunrise
1598,江本　征典,Hillary Bush
1599,小埜田　領平,Mary Moor
1600,菅野　周,Suzette Hartland
1601,古坂　荘六,Lily Willow
1602,左久　亮介,Dell Closeout
1603,柴垣　昌浩,Amy Spires
1604,清水　忠志,Peony Cash
1605,尾威　主人,Gayle Revel
1606,高崎　雅彦,Janine Brook
1607,竹中　敏晃,Colin Binder
1608,常谷　直之,Larry Pogue
1609,野田　岳,Rob Cardson
1610,須加　守,Ken Mayfield
1611,支倉　美月,Casey Leather
1612,平沢　雅也,Ethan Swallow
1613,藤本　久雄,Bob Daruma
1614,堀江　文一,Mitch Blackston
1615,谷木　圭介,Aurelia Dingle
1616,松倉　真史,Canon Evans
1617,万司　拓光,Syon Blaze
1618,宮永　竜介,Thor Stoutberg
1619,村山　昇治,Nelly Raimon
1620,八幡　友佳子,Celia Hills
1621,矢吹　為男,Silvia Woods
1622,弓家　礼司,Hidetoshi Nakata
1634,金色　庄七,Curtis Croon
1635,佐保　吾一,Georgio Plumber
1636,須田　理人,Vince Firewall
1637,曽根　ちひろ,Roy Diggins
1638,武部　紅乃,Quill Inker
1639,土屋　恵斗,Bertram Manning
1640,名倉　俊夫,Laura Quilter
1641,西川　昌枝,Des Igner
1642,沼上　泥江,Jarmon Fisk
1643,主野　崇,Hugh Tinter
1644,深村　慎太郎,Tim Pression
1645,房川　小梅,Claire Taker
1646,細谷　悦司,Heath Planner
1647,真杉　琴羽,Pace Keeping
1648,寺西　富美子,Arthur Easley
1649,水沼　志帆,Carl Rhodes
1650,道原　小夜,Eugene Conwell
1651,村上　栄里子,Arnan Wheelie
1652,目抜　冴火,Stu Boilin
1653,青木　将海,Marvin Reading
1654,五十部　絵里花,Callie Graffy
1655,井本　紗由美,Ant Anomy
1656,臼木　由香里,Laurie Nowlin
1657,牛島　理恵,Lucille Strummon
1658,古家　更沙,Leon Hotair
1659,下矢　仁美,John Bleach
1660,高森　さおり,Carey Filling
1661,多村　志奈美,Conn Fuchus
1662,津田　珠音,Iain Igma
1663,千曲　由美,Carrie O'Kea
1664,手島　新子,Ebirina
1665,土井　純香,Stuart Leafe
1666,仲辻　紀元,Cole Stoaker
1667,新川　夏姫,Justin Primm
1668,西脇　星来,Mark Smudge
1669,羽柴　佳夏,Travis Borer
1670,羽生　志恵里,Anton Donce
1671,原　瞳,Chase Spoor
1672,広岡　千早花,George Barros
1673,藤内　真弓,Olivia Baker
1674,古川　友,Gem Shorn
1675,星原　月海,Lou Daguerre
1676,本郷　久美,Ollie Tuckney
1677,増谷　乃流,Manuel Kinart
1678,周　舞々,Skip Vinall
1679,村越　紀洋,Junior Gambit
1680,守谷　稔,Florian Fauna
1681,八代　桃子,Clark Tappen
1682,吉本　和希,Ryan O'Laugh
1683,米谷　砂絵,Rod Sweeper
1684,秋山　海里,Reg Strimmer
1685,荒木　俊児,Will Ramin
1686,今崎　恵一,Andy Fudge
1687,馬見　おさむ,Tate Immy
1688,小笠原　宏紀,Gerald Pourer
1689,桶谷　平太,Nate Checker
1690,亀石　久朋,Bomber Pikes
1691,木葉　伸年,Gary Burdine
1692,見野　百合香,Chloe Glazier
1693,小門　珠美,Reed Harpen
1694,沢田　千早花,Beat Scatton
1695,世田　妙美,Al Itchen
1696,竹之内　波恵,Rock Poulon
1697,塚本　波美,Beau Hammock
1698,照橋　昧歌,Clef Bassett
1699,千鳥　八重奈,Ovie Whisker
1700,束田　羽衣音,Bill Clanger
1701,内藤　有人,Mary Cramer
1702,野崎　利洋,Ralph Vance
1703,船島　紘通,Ray Bowing
1704,縁川　将大,Vick Pointer
1705,本多　康平,Skip Docker
1706,矢木　尚史,Becky Shuffle
1707,山内　兼久,Esther Egerer
1708,輪島　俊則,Mia Pitchford
1709,浅井　博視,Philippa Konik
1710,路母東　二八,Amy Stinger
1711,大鹿　伸吾,Nancy Polearm
1712,尾崎　佳知,Sally Tare
1713,川上　昌也,Anna Bugeisha
1714,方岡　伸一郎,Stu Hoofer
1715,宇宙　航,Coe Dachy
1716,冴木　保則,Flip Sliden
1717,下川原　卓,Jesse Spiller
1718,高田　心菜,Kate Later
1719,田頭　友好,Clara Tompkins
1720,中原　寿司,Betty Backer
1721,長坂　彰人,Thomas Worth
1722,能島　政和,Brenda Brandish
1723,宇智田　七郎,Isla Pullens
1724,河口　丈裕,Bob Jammen
1725,岸　尚徳,Hank Cranker
1726,熊谷　丈武,Prunella Keep
1727,神部　貴,Jimmy Brim
1728,古都　紬,Verity Soliz
1729,西井　とおる,Yve Dunbar
1730,孝橋　来夏,Cat Selima
1731,田代　若葉,Aurie Garmer
1732,能登　郁海,Lana Service
1733,文月　育緒,Claire Voyant
1734,本条　宝冠,Algy Kelp
1735,牧口　匠,Ann Taisie
1736,松村　綺依,Kelly Scrivens
1737,宮池　椎奈,Fern Mycota
1738,向井　秀司,Lara Creamer
1739,村松　諒,Kim Knotted
1740,安森　信也,Nina Trowel
1741,山本　鉄平,Harriet Reaching
1742,吉川　基史,Sadey Stewer
1743,芦田　美智久,June Stagner
1744,石橋　真也,Lacey Threader
1745,越前　冬夏,Marcy Laise
1746,岡室　明久,Bella Shaded
1747,小山　千枝里,Walter Trope
1748,坂口　新奈,Flora Summars
1749,茂野　久彦,Lucia Ander
1750,新田　一久,Rosy Roker
1751,富岡　雪歌,Pam Vision
1752,聖山　七夕,Ruth Karnes
1753,池田　秀章,Rose Bedd
1754,朝倉　良平,Bailey Sitter
1755,海川　佳典,Adel Tactor
1756,荻野　哲郎,Emma Barres
1757,斉田　将光,Orpah Talkington
1758,作世　秀光,Sable Tatter
1759,多田　雄太,Shu Maimai
1760,名香野　真登,Sym Copate
1761,鳥山　忠晴,Jerry Bateman
1762,新井田　文和,Fonda Katz
1763,中島　史寿,Beck Hand
1764,西村　和幸,Sandra Mudd
1765,庭山　重雄,Alexis Watchorn
1766,火浦　祥太,Pete Manter
1767,白山　恭男,Chris Country
1768,浜本　塁,Paul Steed
1769,長谷川　美杏,Ben Whistler
1770,林　由哉,Roman Blac
1771,日笠　和希,Lewis Brownie
1772,肘井　靖洋,Connor Seuer
1773,平岩　竜太郎,Kaya Haskell
1774,樋口　厚治郎,Minnie Stratio
1775,平松　銀次,Elegance Stuckon
1776,福田　光久,Odette Musetta
1777,舟山　省二,Gertrude Choker
1778,部島　亨,Polly Targest
1779,本間　美雨,Odessa Ryder
1780,政池　祥多,Robyn Weaver
1781,増田　忠節,Tess Masters
1782,松浦　義人,Cale Sticklin
1783,森越　易之,Farris Stickman
1784,畑山　有,Tim Personator
1785,丸山　里咲,Sherlock Sagers
1786,八十島　音彩,Ryan Haywood
1787,山田　栄斗,Osier Twining
1788,横山　圭介,Rock Scowlon
1789,吉田　数人,Al Stringer
1790,相山　尚美,Bill Fierce
1791,阿保　初花,Rob Otts
1792,宇野　希望,Chad Jowell
1793,押本　久仁恵,Egon Omercer
1794,加治間　水蓮,Luis Springs
1795,門岡　秀悟,Bruce Barkley
1796,河高　敬作,Chip Spacek
1797,岸川　速香,Mason Tirell
1798,釘谷　久,Dale Riverhead
1799,後関　尚生,Adelpha Lovelace
1800,猿渡　智哉,Egon Timing
1801,白坂　映,Tony Frogge
1802,曽田　一徳,Fred Punch
1803,染宮　月香,Hannibal Whipp
1804,竹谷　八千穂,Luke Severin
1805,田元　寿紀,Harry Keenan
1806,新宅　妃早子,Nick Uman
1807,堂上　健太,Mac Robat
1808,中里　貴,Ace Slider
1809,白王　拳士,Olivia Twist
1810,救世　功徳,Wiley Blinks
1811,華吹　宏作,Shona Shopbell
1812,藤枝　布花,Crystal Clears
1813,斧山　峰生,Beata Pummel
1814,浜田　一二夫,Aya Strand
1815,真中　成一,Tara Gaudier
1816,光木　淳志,James Hearson
1817,朱雀　夏彦,Anne Somnia
1818,三輪　星妃,Pearl Wann
1819,持丸　光四郎,Hugh Dunnit
1820,結城　昭吾,Steve Squander
1821,吉見　久敏,Lehman Rind
1822,竜洋　喜八,Ian Fantile
1823,淡口　真亜奈,Zach Putter
1824,江波　静恵,Juan Word
1825,奥宮　宣士,Alex Copple
1826,石堂　修光,Jan Jared
1827,君波　好正,Bigsby Pigford
1828,倉島　麻緒,Erica Hogland
1829,佐田　展和,Ramona Wriston
1830,秀宝　滋弥,Mark Izushy
1831,正津　弘也,Vince Tinct
1832,大上　為男,Daryl Floor
1833,知里　神衣,Becca Pilgreen
1834,鳥原　剛基,Langley Span
1835,仲根　吹美,Swithin Sainte
1836,仁平　信平,Dan Cawarry
1837,波留　竜之介,Hans Freesing
1838,福川　陽子,Peter Fakhoury
1839,古市　猛斗,Steve Sancey
1840,牧　有以子,Michael Gibe
1841,正岡　利春,Skeet Blaston
1842,宮丸　誉彦,Achilles Chinner
1843,鹿内　英文,Scott Tickle
1844,芳国　政一,Junior Cage
1845,虎西　白次,Terry Namby
1846,雀南　朱美,Joe Chugger
1847,竜東　青士郎,Sonny Cinders
1848,武北　玄宗,Cash Winfall
1849,角丸　照文,Lou Fauntleroy
1850,中登　邦三,Carol Chanter
1851,王仁　禅竹,Guy Kogan
1852,升山　童子,Max Motto
1853,宮北　昭修,Perry Postiche
1854,森滝　恭史,Nelson Levene
1855,吉　勝美,Kurt Sermons
1856,谷之浦　和彦,Ed Hartsell
1857,依田　博治,Chester Takes
1858,荒場　憲章,Curtis Rebell
1859,飯谷　泰司,Cody Fink
1860,貝塚　桂次,Siria Chattsley
1861,河原　大二郎,Darren Catt
1862,黒沢　賢人,Garry Planer
1863,小松　四十四,Glenn Broth
1864,佐竹　正二,Harry Angue
1865,志田　英佳,Benny Terra
1866,瀬川　流留,Jasmine Veile
1867,高江　万里夢,Belle Allure
1868,高峰　瑛里沙,Doug Lapp
1869,田野倉　安志,Eric Motter
1870,千原　桂花,Gyll Netters
1871,照川　大成,Farrah Fairway
1872,豊見山　世津,Jess Winkles
1873,浜田　二三男,Barbara Clector
1874,深谷　竜人,Marilyn Henshaw
1875,日根　次郎,Nancy Pickney
1876,益川　弥瑞生,Clay Turnor
1877,羅本　昭二,Horace Shlock
1878,朝久保　允彦,Sabrina Passman
1879,池戸　天音,Harpo Thermier
1880,伊奈　合歓子,August Dyers
1881,神水流　美映,Nev Puffer
1882,鉄北　園子,Elata Mighty
1883,倉持　紅葉,Ben Danna
1884,執行　美紀,Elsa Roamer
1885,高津　和史,Archy Seago
1886,田所　智徳,Erhardt Knead
1887,津野　軍治,Lynne Mandel
1888,寺下　新三郎,Craig Placid
1889,透川　隆人,Leon Morcey
1890,戸羽　要,Dom Edarry
1891,南部　比呂文,Jay Asher
1892,葉月　芽亜里,Toby Cohill
1893,浜名　刻菓,Nolene Ider
1894,久本　重明,Hoots Knightly
1895,福留　乙美,Bash Beaton
1896,三瀬　芽理衣,Terry Toolan
1897,乱橋　胡杏,Callum Biddy
1898,足立　悦雄,Alan Sumner
1899,有沢　恋音,Trixy Wonder
1900,大脇　和司,Colet First
1901,無双　千仙,Mac Gabbon
1902,蓮台　文宗,Tip Bolster
1903,白虎　秋人,Draco Scallon
1904,桂本　健四郎,Sofia Brashier
1905,君島　友紀,Tam Boyish
1906,国頭　貴賀,Mat Halled
1907,ヒデ　キング,James Strang
1908,清家　苑香,Ian Watchen
1909,代田　日出夫,Rose Snelgrove
1910,武上　勇吉,Bert Emmerson
1911,竹葉　貞朗,Irving Gusher
1912,団野　昭南,Lionel Silent
1913,堂垣　時沙,Owen Rage
1914,長倉　悠,Alice Nutty
1915,仁村　和史,Conrad Jacket
1916,平本　盛道,Hilda Bronski
1917,普久原　野枝美,Clint Peacock
1918,双瀬　萌未,Pace Maker
1919,塙　帆志美,Vanity Percy
1920,横地　佳主也,Phil Pagoda
1921,赤空　真宏,Niki Colbeck
1922,緑木　忠紀,Guy Pinnay
1923,青海　幸正,Wayne Fluke
1924,桃河　愛,Red Dayers
1925,黄池　善三,Shay Diebold
1926,和木　圭一郎,Tigh Gerwhite
1927,明山　茂,Cerise Crane
1928,川成　富生,Drack Gorn
1929,高世　保奈美,Terry Pinn
1930,荒馬　克洋,Justin Cush
1931,田口　吉穂,Bert McClure
1932,種田　望都,Richard Trogg
1933,津谷　友歩,Shirly Quirk
1934,東条　宰,Elias Lens
1935,筒井　灯,Terry Dryden
1936,徳永　悦郎,Ardel Kernel
1937,深尾　虹気,Carl Belcher
1938,松谷　和穂,Mal Maroon
1939,細見　咲枝里,Ralph Fary
1940,山流　邦夫,Floyd Spades
1941,浜夏　天衣,Remy Diggun
1942,阿部島　格郎,Bern Macmahon
1943,勝武　洋三,Wally Cooper
1944,押尾　栄吉,Griff Hardcasel
1945,笹山　寛生,Pat Lubow
1946,大河　誠剛,Wilma Morgan
1947,丹野　立彦,Carys Chaparon
1948,野林　茂有,Claire Hostess
1949,青龍　春紀,Katy Punter
1950,本木　忠美,Pete Pimento
1951,若泉　政基,Mary Hugland
1952,有働　澄也,Lee Screener
1953,安次嶺　ティナ,Camilla Textor
1954,笠山　走,Bish Beaton
1955,閃光寺　修一,Simeon Squareyes
1956,光名寺　龍二,Stu Borneman
1957,風庵寺　三駈郎,Herbie Garnet
1958,伊豆寺　四葉,Arvin Inkwell
1959,無頼寺　五郎蔵,Rayce Sprinton
1960,亀野　幻児,Dreama Bartle
1961,我王　剛鉄,Jane Ledbelly
1962,比路　保久,Dory O'Bonn
1963,柴礼　朝雄,Selma Heaver
1964,宮院　満理子,Kath Leaflin
1965,久仁　統,Marg Shuttle
1966,城金　光留,Duke Scrubine
1967,財方　探二,Waylon Tripp
1968,欧後　欽介,Jim Bunner
1969,宇奈本　義一,Jon Izumo
1970,平留　九朗,Del Brighton
1971,熱田　実,Haden Safe
1972,雲酒　実花,Lisle Plotter
1973,粟生　林檎,Fen Skates
1974,代部　多恵,Rhoda Dough
1975,桜島　黒兵衛,Neil Seating
1976,イン　チキータ,Flo Nighting
1977,鹿毛姫　呪理,Elinor Maven
1978,安刻　真男,Kay Gateley
1979,遠鳴　走市,Dexter Caise
1980,王井　一郎,Serena Besse
1981,歌舞天寺　洋,Adrian Heartly
1982,未定,Cary Fearless
1983,未定,Wally Waymire
1984,未定,Ted Autumn
1985,未定,Boomer Smolen
1986,未定,Hank Ershef
1987,未定,Tim Opener
1988,未定,Hide King
1989,未定,Beth Doodle
1990,未定,Lamar Bonesteel
1991,未定,Dom Round
1992,未定,Chip Stocks
1993,未定,Blake Nailor
1994,未定,Dotty Hickman
1995,未定,Wright Tandem
1996,未定,Shaun Bonnie
1997,未定,Andrew Hooper
1998,未定,Toya Boyde
1999,未定,Taryn Shyder
2000,未定,Jasmin Trier
2001,未定,Dave Lung
2002,未定,Teal Redsky
2003,未定,Truman Verdy
2004,未定,Chance Cerulean
2005,未定,Amy Peach
2006,未定,Virgil Amber
2007,未定,Grant Stodgell
2008,未定,Payne Outler
2009,未定,Malcolm Shirker
2010,未定,Hanna Slack
2011,未定,Dom Poppy
2012,未定,Portia Maricle
2013,未定,Susan Doiley
2014,未定,Hannah Breer
2015,未定,Phil Seebold
2016,未定,Bobbie Tomey
2017,未定,Randolph Lords
2018,未定,Robin Traylor
2019,未定,Fawn Blossom
2020,未定,Isabell Mish
2021,未定,Rudy Stemper
2022,未定,Betty Evenson
2023,未定,Harpo Kendrick
2024,未定,Colin Glower
2025,未定,Tailor Wilden
2026,未定,Sim Cebus
2027,未定,Sam Banks
2028,未定,Frank Homey
2029,未定,Gregg Deremer
2030,未定,Verne Spring
2031,未定,Bryan Klamm
2032,未定,Colt Youngstein
2033,未定,Will Kilmon
2034,未定,Milly Vacey
2035,未定,Dany Destiny
2036,未定,Gary Primo
2037,未定,Bobby Duo
2038,未定,Stan Treece
2039,未定,Lillie Quattro
2040,未定,Eddy Pentaris
2041,未定,Candice Mell
2042,未定,Alex Dauger
2043,未定,Joe Divide
2044,未定,Sam Willing
2045,未定,Mary Antoine
2046,未定,Edward Baron
2047,未定,Tim Platton
2048,未定,Argento Salvage
2049,未定,Finn Geld
2050,未定,Ian Moray
2051,未定,Gil Holden
2052,未定,Doyle Palmer
2053,未定,Audry Orange
2054,未定,May Apple
2055,未定,Ginny White
2056,未定,Angus Hogg
2057,未定,In Chikita
2058,未定,Sabrina Carow
2059,未定,Bob Beelzy
2060,未定,Patt Howell
2061,未定,Ol Factory
2062,未定,Tom Skipper
2063,未定,Axel Blaze
