event_id,idx,japones,es_final,estado
81000530,10,xむほほほっ\n%3F居酒屋「%3F金閣寺」の\nサリーちゃんも　いいけど\fムチムチプリンッ　な\nメイドさんも　たまらんのう。,"Jo, jo, jo. Samantha, la del bar\nEl templo de oro, está como un\nqueso, pero...\fes que estas doncellas tan\nadorables me vuelven loco.",oficial
81000530,11,Xまったく　けしからんっ。　\nごかいするなよ\nわたしは　%2F調査で%1F来ているのだ！,Habrase visto... No te confundas.\n¡Yo he venido a investigar!,oficial
81000530,12,�なにっ　\nこのメイド%2F喫茶は\n%4F秋葉名戸の　ワナだったって？\fやっぱりな！　\nわたしも　そうじゃないかと　\n%1F思っていたのだ！,¡¿Cómo?! ¿Que lo de la cafetería\nde doncellas era una trampa puesta\npor los del Instituto Otaku?\f¡Ya me lo imaginaba!,oficial
81000530,13,Xまったく　けしからんっ。　\nごかいするなよ\nわたしは　%2F調査で%1F来ているのだ！,Habrase visto... No te confundas.\n¡Yo he venido a investigar!,oficial
81000530,14,$うおーっ　みるくちゃーんっ！,¡Oh! ¡Milk!,oficial
81000530,15,Dうおーっ　みるくちゃーんっ！\nどこに%1F行ったんだーっい！！,¡Oh! ¡Milk!\n¿Dónde te has metido?,oficial
81000530,16,$うおーっ　みるくちゃーんっ！,¡Oh! ¡Milk!,oficial
81000530,17,0おかえりなさいませー　\nご%2F主人さまー。,"Me alegro de volver a verle, señor.",oficial
81000530,18,0オカエリナサイマセ…　\nゴシュジンサマ…。,Me alegro de... volver a verle...\nseñor...,oficial
81000530,19,0おかえりなさいませー　\nご%2F主人さまー。,"Me alegro de volver a verle, señor.",oficial
81000530,20,Tみんなー！　きょうは　\nみるくのために　\n%1F集まってくれて　ありがとーっ！,¡Muchas gracias a todos por haber\nvenido expresamente para ver a\nMilk!,oficial
81000530,21,ｨぐふふ〜っ　いらっしゃいっ！\nボク　ココロをいれかえちゃって\n%1F新メイド%2F喫茶をオープンしたヨ〜。\fうーんと　サービスしちゃうから\n%1F楽しんでってネッ　ネッ！,"Ji, ji. ¡Bienvenido! He cambiado\nde opinión y al final he vuelto a\nabrir la cafetería.\fMm... Te invitaré a algo.\nAdelante y pásalo bien.",oficial
81000530,22,�ぐふふ〜っ\n%1F何か　%1F町のヨウスやばくないっ？\fボク　こわくって\nメイド%2F喫茶に　\n%1F閉じこもっちゃってるもんネ〜！,"Je, je, je. A Inazuma le está\npasando algo raro, ¿no?\fTengo tanto miedo que me he\nencerrado en el interior\nde la cafetería de doncellas.",oficial
81000530,23,ｨぐふふ〜っ　いらっしゃいっ！\nボク　ココロをいれかえちゃって\n%1F新メイド%2F喫茶をオープンしたヨ〜。\fうーんと　サービスしちゃうから\n%1F楽しんでってネッ　ネッ！,"Ji, ji. ¡Bienvenido! He cambiado\nde opinión y al final he vuelto a\nabrir la cafetería.\fMm... Te invitaré a algo.\nAdelante y pásalo bien.",oficial
81000561,0,<こらっ　%1F守。\nあんた　%2F宿題は%1F終わったの！？,"Ey, Mark. ¿Has terminado\nde hacer los deberes?",oficial
81000561,1,@%1F守…\nあまり　%1F危ないことには　\nかかわらないでね…。,"Mark...\nIntenta no meterte en líos, ¿vale?",oficial
81000561,2,<…ほんと　ガンコなところが\nじいちゃんにソックリだわ。,De verdad...\nEres tan tozudo como tu abuelo.,oficial
81000561,3,<こらっ　%1F守。\nあんた　%2F宿題は%1F終わったの！？,"Ey, Mark. ¿Has terminado\nde hacer los deberes?",oficial
81000561,4,<おや　%1F守。　\n%2F今日は　%2F練習はおしまいかい？,"Hola, Mark. ¿Ya has terminado\nde entrenar hoy?",oficial
81000561,5,@%1F守。　\nあまり%1F母さんを\n%2F心配させてはいけないよ。,"Mark, no hagas que tu madre\nse preocupe.",oficial
81000561,6,\%1F守。　\n%2F自分の%1F信じる%1F道を%1F行きなさい。\n%1F父さんは　%2F見守っているぞ。,"Sigue el camino que consideres\ncorrecto. Yo te apoyaré, Mark.",oficial
81000561,7,<おや　%1F守。　\n%2F今日は　%2F練習はおしまいかい？,"Hola, Mark. ¿Ya has terminado\nde entrenar hoy?",oficial
81000580,0,X%2F鬼道さまが　%1F何か\nなやんでいらっしゃるようだ。\nあの%1F方らしくもないな…。,Parece que Jude está preocupado\npor algo. Qué raro...,oficial
81000580,1,`%2F総帥が%2F逮捕されるとは…。\n%4F帝国学園は　これから\nどうなってしまうのだろうか…。,Quién nos iba a decir que\narrestarían al comandante... ¿Qué\nva a pasar con la Royal Academy?,oficial
81000580,2,8%3F世宇子%2F学園…\nいったい　%1F何ものなのだ…！,¿De dónde han salido los\ndel Instituto Zeus?,oficial
81000580,3,`%2F総帥が%2F逮捕されるとは…。\n%4F帝国学園は　これから\nどうなってしまうのだろうか…。,Quién nos iba a decir que\narrestarían al comandante... ¿Qué\nva a pasar con la Royal Academy?,oficial
81000580,4,T%2F土門をチームに%1F引きこむとは…\nキサマら　どんな%1F手を\nつかったんだ！,¿Qué artimaña habéis utilizado\npara convencer a Bobby de que\nse pase a vuestro equipo?,oficial
81000580,5,撃�の%3F決勝戦の%1F後　%2F鬼道さまたちは　\n%1F今まで%2F以上にキビしい%2F練習を\nされているようだ。\nおまえたち　%2F覚悟しておけよ！,"Tras la final, Jude y el resto\ndel equipo han empezado a entrenar\naún más duro que antes. \fYa os podéis ir preparando...",oficial
81000580,6,ｬ%2F鬼道さまたち　サッカー%1F部は\nおまえたちと%1F戦った%1F時より\n%1F力をつけておられたのだ…。\fそれなのに\nまったく%1F歯が%1F立たないとは…\nなんということだ…。,"Jude y los demás ahora son\nmucho más fuertes que cuando\nse enfrentaron a vosotros.\fPero, a pesar de todo, no han\npodido estar a la altura...\nEs hasta difícil de creer...",oficial
81000580,7,`%2F鬼道さまは　なんだか%2F以前より\nおだやかになられたようだ。\n%1F何かあったのだろうか？,Jude está más sereno que antes.\n¿Le habrá ocurrido algo?...,oficial
81000580,8,うわー　%1F高いなァ。,Va a ser un partido muy\nemocionante.,oficial
81000580,9,H%3F豪炎寺くんと　%2F鬼道くん…\nどっちを%2F応援しようかしら…。,Axel o Jude...\nNo sé a quién animar de los dos...,oficial
81000580,10,､%2F鬼道さまが　%2F総帥をウラ%1F切ったことで\n%2F学園%1F中が%1F荒れているのだ。\fだが　オレは\n%2F鬼道さまが　なさったことは\nまちがいではないと%1F思うよ…。,El caos reina en la Royal porque\nJude traicionó al comandante.\fPero yo creo que Jude hizo\nlo correcto.,oficial
81000580,11,､サッカー%1F部のメンバーが\n%1F大ケガのため　%2F入院されたらしい…。\fだが　あんな%1F負けかたでは\n%1F体のキズより　%1F心のキズのほうが\n%1F深いであろうな…。,Se ve que los jugadores del equipo\nde fútbol están en el hospital\ncon heridas graves...\fPero estoy convencido de que\nlas heridas del corazón son\nmás profundas que las físicas.,oficial
81000580,12,h%2F鬼道さまが　%2F雷門に%1F入るとは…。\n%2F円堂…　だったか？\n%2F鬼道さまを　よろしくたのむぞ。,"No esperaba que Jude entrase en\nel Raimon. Te llamas Mark, ¿no?\nCuida mucho de él.",oficial
81000580,13,､%2F鬼道さまが　%2F総帥をウラ%1F切ったことで\n%2F学園%1F中が%1F荒れているのだ。\fだが　オレは\n%2F鬼道さまが　なさったことは\nまちがいではないと%1F思うよ…。,El caos reina en la Royal porque\nJude traicionó al comandante.\fPero yo creo que Jude hizo\nlo correcto.,oficial
81000600,0,Tこの%1F先は　ひかえ%1F室だ。\nおとなしく　さばきの%1F時を　\n%1F待つがいい。,Este es vuestro vestuario.\nEsperad aquí sin armar follón.,oficial
81000600,1,だれだ　キサマ！,¿Quién demonios eres?,oficial
81000600,2,$%1F立ち%1F去れ　おろかもの！,¡Márchate ahora mismo!,oficial
81000660,0,р謔､こそ　イナビカリ%3F修練場へ。\fここでは　コースをクリアすることで\n%2F特定の%2F能力を　アップする\nことができるのです。,"Bienvenido al centro de\nentrenamiento Centella.\fAl completar uno de los circuitos,\nmejorará uno de los parámetros\nde tus jugadores.",oficial
81000660,1,dちなみに「ねっけつ%2F特訓」と%1F違い\nチーム%2F全員の%2F能力を\n１%1F度にアップできますよ。,"Por cierto, a diferencia del\nentrenamiento especial, aquí sube\nel nivel de todo el equipo a la vez.",oficial
81000660,2,怩ｽだし　そうカンタンに\nクリアすることは\nできないでしょうが…。\f２つの%2F特性を　うまく%1F使い%1F分けて\nさらなるパワーアップを\nめざして%1F下さい。,"Sin embargo, llegar al final de\nla ruta no es sencillo.\fHaz un buen uso de los dos tipos\nde entrenamiento para conseguir\nun equipo aún más fuerte.",oficial
84000001,0,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,1,<スカウトしたいんだったら\n%2F部室に%1F来てくださいね！,"Cuando quieras reclutar a\nun jugador, ven al club, ¿vale?",oficial
84000001,2,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,3,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000001,4,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,5,<スカウトしたいんだったら\n%2F部室に%1F来てくださいね！,"Cuando quieras reclutar a\nun jugador, ven al club, ¿vale?",oficial
84000001,6,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,7,Xもうっ！\nそんなに　せかさないでくださいよ！\n%1F今　%2F部室に%1F戻ってますから！,"¡No seas tan impaciente, porfa!\nYa estoy volviendo al club.",oficial
84000001,8,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000001,9,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,10,Dまだスカウト%1F中なんです。\nもう%1F少し%1F待ってくださいね！,"Aún estoy buscando.\nEspera un poquito más, porfa.",oficial
84000001,11,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,12,Dまだスカウト%1F中なんです。\nもう%1F少し%1F待ってくださいね！,"Aún estoy buscando.\nEspera un poquito más, porfa.",oficial
84000001,13,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,14,tスカウトしていた%1F人が%1F見つかりました！\nリストは　わたしが%1F持ってますから\n%2F部室に%1F来てくださいね！,¡He encontrado lo que buscabas! \nVen a verme al club para ver\nlos resultados.,oficial
84000001,15,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,16,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000001,17,$もしもし？\nセンパイですか？,¡Hola! ¿Mark?,oficial
84000001,18,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000002,0,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,1,hあれれ？　%1F今はスカウトしてませんよ？\nスカウトしたいんだったら\n%2F部室に%1F来てくださいね！,"¿Eh? Ahora no estoy buscando\na nadie. Si quieres reclutar a\nalguien, ven a la caseta del club.",oficial
84000002,2,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,3,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000002,4,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,5,hあれれ？　%1F今はスカウトしてませんよ？\nスカウトしたいんだったら\n%2F部室に%1F来てくださいね！,"¿Eh? Ahora no estoy buscando\na nadie. Si quieres reclutar a\nalguien, ven a la caseta del club.",oficial
84000002,6,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,7,Xもうっ！\nそんなに　せかさないでくださいよ！\n%1F今　%2F部室に%1F戻ってますから！,"¡No seas tan impaciente, porfa!\nYa estoy volviendo al club.",oficial
84000002,8,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000002,9,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,10,4え？　スカウトをやめちゃって\nいいんですか？,¿Eh? ¿Quieres que deje de buscar?,oficial
84000002,11,8わかりました！\nそれじゃ　%2F部室にもどりますね！,"De acuerdo. \nEntonces, me vuelvo al club.",oficial
84000002,12,Dスッゴイ%2F選手を%1F見つけてきますから\n%2F安心してください！,"¡Encontraré a los mejores\njugadores, no te preocupes!",oficial
84000002,13,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,14,4え？　スカウトをやめちゃって\nいいんですか？,¿Eh? ¿Quieres que deje de buscar?,oficial
84000002,15,8わかりました！\nそれじゃ　%2F部室にもどりますね！,"De acuerdo. \nEntonces, me vuelvo al club.",oficial
84000002,16,Dスッゴイ%2F選手を%1F見つけてきますから\n%2F安心してください！,"¡Encontraré a los mejores\njugadores, no te preocupes!",oficial
84000002,17,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,18,Dセンパイの%1F言っていた%2F選手は\nもう　%1F見つかってますよ？,Ya he encontrado al jugador\nque me has pedido.,oficial
84000002,19,L%1F新しくスカウトしたいなら\n%2F部室に%1F来てもらっても　いいですか？,"Si quieres reclutar a alguien más,\nven a la caseta del club, por favor.",oficial
84000002,20,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,21,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
84000002,22,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,23,Dセンパイの%1F言っていた%2F選手は\nもう　%1F見つかってますよ？,Ya he encontrado al jugador\nque me has pedido.,oficial
84000002,24,L%1F新しくスカウトしたいなら\n%2F部室に%1F来てもらっても　いいですか？,"Si quieres reclutar a alguien más,\nven a la caseta del club, por favor.",oficial
84000002,25,はい！\n%2F春奈です！,"Hola, soy Celia.",oficial
84000002,26,Hもうっ！\n%1F目の%1F前にいるのに\n%2F電話してこないでくださいよ！,"¡Pero si me tienes delante! Je, je.\n¡No hace falta que me llames!",oficial
85000001,0,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,1,@%1F引き%1F抜きしたいんだったら\n%2F部室に%1F来るといいわ。,"Si quieres fichar a alguien,\nacércate a la caseta del club.",oficial
85000001,2,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,3,Pな　%1F何よ？\n%1F目の%1F前にいるのに\n%2F電話してこないでくれるかしら？,¿Eres tonto?\n¿Para qué me llamas si me\ntienes delante de tus narices?,oficial
85000001,4,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,5,@%1F引き%1F抜きしたいんだったら\n%2F部室に%1F来るといいわ。,"Si quieres fichar a alguien,\nacércate a la caseta del club.",oficial
85000001,6,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,7,Pな　%1F何よ？\n%1F目の%1F前にいるのに\n%2F電話してこないでくれるかしら？,¿Eres tonto?\n¿Para qué me llamas si me\ntienes delante de tus narices?,oficial
85000001,8,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,9,@まだ%1F引き%1F抜き%1F中よ。\nもう%1F少し%1F待ちなさい。,"Aún no he terminado de investigar.\nTen un poco más de paciencia,\npor favor.",oficial
85000001,10,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,11,Pな　%1F何よ？\n%1F目の%1F前にいるのに\n%2F電話してこないでくれるかしら？,¿Eres tonto?\n¿Para qué me llamas si me\ntienes delante de tus narices?,oficial
85000001,12,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,13,p%1F引き%1F抜きしていた%1F人が%1F見つかってるわ。\nリストは　わたしが%1F持っているから\n%2F部室にきなさい！,He encontrado a los jugadores\ndel equipo que me dijiste. Ven\nal club para ver la lista.,oficial
85000001,14,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,15,Pな　%1F何よ？\n%1F目の%1F前にいるのに\n%2F電話してこないでくれるかしら？,¿Eres tonto?\n¿Para qué me llamas si me\ntienes delante de tus narices?,oficial
85000001,16,もしもし？\n%2F夏未よ。,"Hola, soy Nelly.",oficial
85000001,17,Pな　%1F何よ？\n%1F目の%1F前にいるのに\n%2F電話してこないでくれるかしら？,¿Eres tonto?\n¿Para qué me llamas si me\ntienes delante de tus narices?,oficial
91000002,0,(%2F全体マップに　%2F移動しますか？,¿Quieres ir al mapa?,oficial
92010200,0,ﾄやっぱりこのままじゃダメだ。\nとにかくオレ%2F１人でも\n%2F練習を%1F始めなきゃ。\f%2F今日ぐらいは　グラウンドが\nあいているといいんだけどな…。\fとりあえず　ようすを\n%1F見に%1F行ってみるか。,No podemos seguir así. Iré a\nentrenar aunque vaya solo.\fOjalá hoy el campo esté libre...\nVoy a echar un vistazo.,oficial
92010200,1,グラウンドに行って練習だ！,¡Ve al campo a entrenar!,oficial
92010320,0,ｰおや　%2F円堂じゃないか。\nサッカー%1F部は　%2F部室に\nこもってばかりだな。\fもう%1F少しなんとかならんのか？\nあれでは%1F他の%2F部活の%1F悪い%2F見本に\nなってしまうぞ。,"Anda, si es Mark. Oye, el equipo de\nfútbol no sale de la caseta.\n¿Es que no puedes hacer algo?\fSois un mal ejemplo para el resto\nde clubes deportivos.",oficial
92010320,1,`え？　%4F冬海先生は%1F今はいないようだな。\nたしか%3F校長室によばれていた\nみたいだが…。,¿Eh? Wintersea no está ahora.\nCreo que el director le ha\nllamado a su despacho...,oficial
92010320,2,Hそうなんですか。\nじゃあグラウンドの%4F使用許可は\nどうしよう…。,"Ah, ¿sí? Entonces, ¿qué puedo\nhacer para conseguir permiso\npara jugar en el campo?...",oficial
92010320,3,|しばらく%1F戻らない\n%2F様子だったからな…。\fしかたない。\n%2F今回はわたしが%4F冬海先生に\n%1F伝えておいてやろう。,Parece que va a tardar algo...\nNo pasa nada. Ya se lo diré yo\nal profesor Wintersea.,oficial
92010320,4,0%2F本当ですか？\nありがとうございます。,¿En serio? Muchas gracias.,oficial
92010320,5,Dよかったね　%2F円堂くん。\nこれでグラウンドが\n%1F使えるよ。,"Qué bien, ¿verdad, Mark?\nYa se puede usar el campo.",oficial
92010320,6,Dああ　ありがとう　%2F木野。\nそれじゃあ\nさっそく%2F練習だ！,"Sí, muchas gracias, Silvia. ¡No\nretrasemos más el entrenamiento!",oficial
92010320,7,8うん　グラウンドに\n%1F戻りましょう　%2F円堂くん。,"Vale. Volvamos al campo, Mark.",oficial
92010320,8,グラウンドへ戻って練習だ！,¡Regresa al campo y entrena!,oficial
92010400,0,(あの…。\n%1F何かご%1F用ですか？,Eh... ¿Querías algo?,oficial
92010400,1,T…！\fな　なんでもないわ。\nきたない%2F部室だと%1F思って\n%1F見ていただけよ。,"No, nada. Solo estaba mirando.\fMe llamaba la atención que\ntuvierais todo tan sucio.",oficial
92010400,2,%1F今のは…。,Si era...,oficial
92010400,3,%1F誰だ？　あいつ。,¿Y esa chica?,oficial
92010400,4,�%1F知らないの　%2F円堂くん？\n%1F今のは　%2F生徒%2F会長の%2F雷門%2F夏未さん…。\f%3F理事長のムスメさんよ。\n%2F学園の%2F経営まで　まかされてるって\nウワサだけど…。\fそんな%1F人が　サッカー%1F部に\nいったい　なんの%2F用事だったのかな？,"¿No la conoces, Mark? Era Nelly\nRaimon, la presidenta del Consejo\nde estudiantes.\fTambién es la hija del presidente\nde la Junta escolar. Se dice que\nes ella quien gestiona el instituto.\f¿Qué le traería por el club\nde fútbol?...",oficial
92010400,5,`…%1F気になるけど\n%4F冬海先生の%1F話が%1F先だよね。\nはやく　%2F部室に%1F入りましょう。,"Me preocupa, pero lo primero es\nescuchar lo que tenga que decirnos\nWintersea. Venga, entremos rápido.",oficial
92010500,0,x%2F冬海の%1F話なんて　どうせまた\n%2F部室の　そうじをしろだとか\nろくな%1F話じゃないさ。\f…おっと　%1F来たぜ。,"Seguro que Wintersea no tiene nada\nbueno que decirnos. Querrá que\nlimpiemos el club o algo así.\fOh, ya está aquí.",oficial
92010500,1,ﾀよろしい。\n%2F全員　%1F集まっているようですね。\fえ〜　それでは　みなさんに\nお%1F知らせがあります。\f%2F突然ですが　１%3F週間後に\n%1F久しぶりの%4F練習試合を\nすることになりました。,"Muy bien, parece que estamos\ntodos. Tengo algo que comunicaros.\fBueno, seré breve... Os hemos\norganizado un partido amistoso\npara dentro de una semana.",oficial
92010500,2,Xえ〜？　いったいどこが\nうちなんかと　%4F練習試合をしようって\nいうんでやんす？,¿Eh? ¿Y qué equipo está tan\ndesesperado como para querer\nenfrentarse a nosotros?,oficial
92010500,3,@%2F相手は　%4F帝国学園です。\nどうです　すごいでしょう？,La Royal Academy.\n¿No es fantástico?,oficial
92010500,4,Pて　%2F帝国？\nそれって　%2F最強といわれる\n%4F帝国学園のことでやんすか？,¿La Royal? ¿Estamos hablando del\ninstituto con el mejor equipo\ndel país?,oficial
92010500,5,Dこの４０%1F年ずっと\n%4F全国大会で%2F優勝している\nあの…？,¿Los que llevan 40 años ganando\nel torneo nacional?...,oficial
92010500,6,hうちは%1F今　７%1F人しか\n%2F部員がいないんですよ？\n%2F帝国となんて　%2F試合になりませんって！,¡Pero si solo somos 7! ¡No tenemos\nni equipo para jugar contra ellos!,oficial
92010500,7,ｰ%2F部員が%1F足りないのなら\n%2F試合までに%1F集めておけば\nいいでしょう。\fもし　この%2F試合に%1F勝てなければ\nサッカー%1F部は%2F廃部になることが\n%1F決まりましたから。,"Si os faltan jugadores, solo tenéis\nque reclutarlos antes del día del\npartido.\fSabed que si no conseguís ganar,\nel club de fútbol... pasará a\nmejor vida.",oficial
92010500,8,ええっ？\n%2F廃部！？,¿Qué? ¿Nos dejáis sin club?,oficial
92010500,9,ｬええ　これは%2F校長と%3F理事長\nお%2F２人が　%2F決定されたことなのです。\fグラウンドを%1F使えるように\nたのんでおきましたから\nきちんと　%2F整備しておいてくださいよ。,"Sí, así lo han decidido tanto\nel director como el presidente de\nla Junta escolar.\fOs he reservado el campo,\nasí que id a prepararos.",oficial
92010500,10,t%1F今のまま　%2F帝国の%2F選手をむかえては\nとんだ%1F恥さらしですからね。\fそれでは　%1F話は%2F以上ですので。,"Si tuvierais que jugar contra\nla Royal tal y como estáis ahora,\nel ridículo podría ser inmenso.\fEso era todo cuanto tenía que\ncomunicaros.",oficial
92010500,11,Xど　ど　どうするんでやんす？\nこれは　めんどうなことに\nなってきたでやんすよ〜。,¿Qué... qué vamos a hacer?\nEn menuda nos hemos metido...,oficial
92010500,12,@ついに%2F廃部か。\nいつかこうなるとは%1F思ってたけど…。,"Así que el club se va a pique.\nBueno, algún día tenía que pasar.",oficial
92010500,13,ｬ%1F何いってるんだ！\n%2F廃部になんか　させやしない！\fせっかくグラウンドが%1F使えるんだ。\nメンバーを%1F集めて　%2F練習して\n%2F帝国を　あっと%1F言わせてやろうぜ！,¿Pero qué estáis diciendo? ¡No\npermitiré que acaben con el club!\fPor fin tenemos el campo a nuestra\ndisposición. ¡Encontraré jugadores\ny sorprenderemos a la Royal!,oficial
92010500,14,Tまったく　おめでたいやつだな。\n%1F今さら%2F部員なんて%1F集まるわけないだろ。,Este tío se alegra por todo.\n¿Quién va a querer unirse al club\na estas alturas de la película?,oficial
92010500,15,Dそうでやんすよ。\nキャプテン　まだ\nわからないんでやんすか？,"Es verdad. ¿Es que no te das\ncuenta, capitán?",oficial
92010500,16,Pそんな…。\nひさしぶりの%2F試合なんだぞ？\nみんな　うれしくないのかよ？,No seáis así... ¡Llevábamos mucho\ntiempo sin jugar un partido!\n¿Es que no estáis contentos?,oficial
92010500,17,D%1F恥をかくのが　わかっているのに\nうれしいわけがないだろう。,No podemos estarlo sabiendo el\nridículo que vamos a hacer.,oficial
92010500,18,�おい！　%1F何も%1F始まってないうちから\nあきらめるなよ！\f%2F試合に%1F勝つか%1F負けるかなんて\nやってみなけりゃ　わからないだろ！\f%1F足りない%2F部員はたったの４%1F人だ！\nオレは　ゼッタイに%2F部員を%1F集めて\n%2F帝国と%2F試合をしてみせるぞ！,¡No tiréis la toalla antes de tiempo!\n¡El resultado del partido no se\ndecide sin haberlo jugado!\fSolo necesitamos 4 jugadores más.\n¡Daré con ellos y plantaremos cara\na la Royal Academy!,oficial
92010500,19,吹cそうだ！　%3F豪炎寺！\n%1F今こそ　アイツをさがして\n%2F仲間にする%1F時だ！\fこうしちゃ　いられないぞ！\n%2F木野！　ついて%1F来てくれ！,"¡Ya lo tengo! ¡Es el momento\nde buscar a Axel e invitarle a\nque se una a nuestro equipo!\f¡No hay tiempo que perder!\n¡Acompáñame, Silvia!",oficial
92010500,20,わかったわ　%2F円堂くん！,"¡Vale, Mark!",oficial
92010520,0,�%3F転校生なら　ずいぶん%1F前に\nそこの%2F裏門から%1F出て%1F行ったぜ。\f%2F転校したその%1F日に　%2F裏門から%1F帰るなんて\nちょっと%1F変わってるよな。\fもう%2F裏門は%1F閉まっているから\nおまえたちも　%1F帰るなら\n%2F正門を%1F使ったほうがいいぜ。,"Si te refieres al chico nuevo, hace\nbastante rato que se ha ido por la\npuerta trasera.\fMira que irse a casa por ahí\nel mismo día en que se cambia\nde instituto... Qué raro...\fYa han cerrado esta puerta, así\nque si queréis salir tendréis\nque utilizar la principal.",oficial
92010520,1,l%3F豪炎寺　もう%1F帰っちゃったんだな…。\fとりあえず　オレたちも\n%2F正門の%1F方へ%1F行ってみるか。,"Axel ya se ha ido...\nBueno, de momento, dirijámonos\na la puerta principal.",oficial
92010550,0,h%3F豪炎寺くん\n%1F帰っちゃったみたいだね…。\f%3F今日中に%1F会うのは　\nむずかしいかもしれないよ？,Parece que Axel se ha ido...\nPuede que ya no le veamos hoy.,oficial
92010550,1,p%2F明日まで%1F待つしかないのか…。\fなんだかスッキリしないな。\nこんな%1F時は　あそこに%1F行ってみるか。,¿Tenemos que esperar hasta\nmañana? No me quedo nada\ntranquilo. Miraré por allí.,oficial
92010550,2,あそこって？,¿Dónde es hallíh?,oficial
92010550,3,Lそうだ　%2F木野も%1F行かないか？\nきっと　おまえも%1F気に%1F入るぜ！,"Ya sé, ¿por qué no vienes conmigo?\n¡Será divertido!",oficial
92010550,4,<え？　%2F円堂くん　いったい\nどこに%1F行くつもりなの？,"¿Eh? Pero ¿adónde quieres\nir, Mark?",oficial
92010550,5,Tいいから　%1F楽しみにしてろって！\nとりあえず　%2F正門から%1F外に%1F出ようぜ！,"Ya lo verás, ¡no te preocupes!\nDe momento vayamos hacia la puerta\nprincipal.",oficial
92010550,6,<%2F全体マップに\n%2F鉄塔エリア　が%2F追加されました。,El área de la torre se ha añadido\nal mapa general.,oficial
92010550,7,正門から外に出よう！,¡Sal por la puerta principal!,oficial
92010620,0,@ここから　%1F上にのぼれるんだ。\nさあ　ついて%1F来てくれ！,"Por aquí se puede subir.\n¡Vamos, ven conmigo!",oficial
92010620,1,鉄塔の上に行ってみよう！,¡Sube a la torre!,oficial
92010720,0,ただいまー！,¡Ya estoy en casa!,oficial
92010730,0,ただいまー！,¡Ya estoy en casa!,oficial
92010730,1,\おかえり　%1F守。\nご%1F飯できてるから　はやくカバンを\nおいて　%1F降りてきなさい。,"Hola, Mark. La cena ya está\npreparada, así que deja la\nmochila y ven a la mesa.",oficial
92010730,2,hあっ　%1F母ちゃん！\n%2F今日さ　すげーヤツに%1F会ったんだ。\nそれでさ　そいつのキックったらさ〜！,"¡Ah, mamá! Hoy he conocido a\nun chico increíble. ¡Tendrías\nque haberle visto chutar!",oficial
