event_id,japones,es_oficial
23000964,0そっか…。\nそれはちょっと%2F残念かな。,Oh...\n¡Qué pena!
23000964,ふぅ。\nいい%1F汗かいた！,¡Ufff! ¡Qué caña!
23000965,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000965,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000965,",%2FＯＫ！\nそれじゃあ　%1F始めよう！",¡Aaaah!\n¡A mí sí que me apetecía jugar un partido!
23000965,0またキミかい？\nボクに%1F何か%1F用なのか？,"Pues tampoco tengo mucha experiencia,\npero puedo probar otra vez y, si me acaba\ngustando, supongo que podría apuntarme."
23000965,4うんっ？　なんだい？\nボクに%1F何か%1F用なの？,"¿Eh? ¿Qué queréis, que me una a vosotros?"
23000965,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000965,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000965,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000965,dうーん…　やっぱり%1F止めるよ。\nチームレベルが２５になったら\nもう%2F一度　%1F声をかけてね。,Muy bien. ¡Vamos a empezar!
23000965,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000965,それで　どうだい？,"De hecho, voy a esperar un tiempo.\nVuelve a hablar conmigo cuando el equipo\nhaya alcanzado el nivel 25."
23000965,たの,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000965,わる,"Bueno, ¡el resto es cosa tuya!"
23000966,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000966,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000966,",あれ　%2F人違いか？\n%1F悪かったな。",¡Ah! Debo de haberte confundido\ncon otra persona. Perdona.
23000966,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000966,Hあんたたち　また%1F来たのかい？\nオレを%2F仲間にしたいんだっけ？,"¡Ah! Eres tú otra vez. Sigues queriendo\nque me una a vuestro club, ¿verdad?"
23000966,Hだったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!"
23000966,L…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くよ！,"¡Vayaaa! ¡Qué divertido!\n¡Contad conmigo, chicos!"
23000966,Xオレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vosotros, chicos. ¡Ya nos veremos!"
23000967,$おっ　オレに%1F何か%1F用かい？,¿Eh? ¿Querías algo?
23000967,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000967,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000967,",ただし…　オレに%1F勝てたらなっ！！",Pero tendrás que vencerme primero.
23000967,0オレの%1F勝ちだな！\nそんじゃ　またな。,"¡Eh! El fútbol mola, ¿verdad?\nAdemás, tengo que matar el tiempo de\nalguna manera, así que me viene de perlas. "
23000967,Dサッカーしないかってか？\nそうだな　%1F暇だしやってもいいぜ。,¿Quieres que me una a tu equipo?\n¡Claro! ¿Por qué no?
23000967,pへぇー　サッカーって%2F面白いじゃん！\n%1F暇つぶしに　ちょうどいいかもな。\nこれからよろしく%1F頼むぜ。,¿Otra vez tú? ¿Quieres algo?
23000967,そっかー　じゃあまたな。,"¡Ah! Vale. Entonces, ya nos veremos."
23000968,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000968,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000968,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000968,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000968,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000968,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000968,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000968,Dフッ…　いいだろう。\nオレのカツヤクに　%2F期待するがいい！,"Eeeh... Eso ha molado, sí señor.\n¡Te voy a dejar con la boca abierta!\n¡Te lo prometo!"
23000968,P%s　は\nナニワランドの　%2F王冠の%2F看板の%1F前にいる\nと%1F言ってたぞ。,He oído que %s está\nen el camino del laboratorio del bosque.
23000968,Xフッ…どうやら%1F困っているようだな。\nなんなら　オレの%1F力を%1F貸してやろうか？,¡Vaya! ¡Pareces estresado!\n¿Puedo ayudarte en algo?
23000968,`フッ…　せっかくのチャンスを\nムダにするとはな…。\n%1F後で%2F後悔しても　%1F知らないぜ。,Eeeh... ¡No sabes cuánto te vas a\narrepentir de esto!
23000969,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000969,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000969,Hふむ…　サッカー%1F部に%1F入ってくれる%1F人を\n%1F探していると…。,Así que estás buscando jugadores para\ntu equipo. Mmm...
23000969,Lそうですか…\n%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Vale. Si cambias de idea, vente para acá.\nTe estaré esperando."
23000969,Tふむ…　なにやらお%1F困りのようですね。\nボクでよければ　%2F相談にのりますよ？,Me da la impresión de que estás preocupado\npor algo. ¿Quieres que lo hablemos?
23000969,\ボクの%1F勝ちですね…。\nまた%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,Bueno... Pues ya ves. He ganado.\nVuelve cuando creas que vas\na poder vencerme.
23000969,h%1F分かりました。\nここで%1F会ったのも　%1F何かのエンですし\nボクに%1F勝てたら　%1F入りましょう！,Yo estaba precisamente buscando un club\nal que apuntarme. ¡Supongo que es el destino!
23000969,�ここで%1F会ったのも　%1F何かのエンですね。\nボクがサッカー%1F部に%1F入りましょう。\nこれからよろしくお%1F願いしますね。,Me encantaría unirme a vuestro club.\n¡Qué suerte habernos encontrado!
23000970,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000970,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000970,8どうしてもって%1F言うのなら\nオレを%1F倒してみな！,"Bueno, ¡el resto es cosa tuya!"
23000970,Hフッ…　オレの%1F勝ちだな。\n%1F悪いが　オレのことはあきらめな。,"¿Qué?\n¿Eres tú, Mark?"
23000970,Pハハッ　%1F強がりだね。　まあそのうち\nオレの%1F助けが%2F必要になるさ。,¡Ah! Es que pensaba que eras otra persona.
23000970,`フッ…　オレの%1F助けがほしいのか？\nどうしてもって%1F言うのなら\nオレを%1F倒してみな！,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000970,pフッ…　なかなかやるじゃないか。\n%2F約束%1F通り　オレの%1F力を%1F貸してやるよ。\nありがたく%1F思いな。,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000970,それじゃあ　いくぜ！,Parece divertido.\n¡Estaré encantado de jugar con vosotros!
23000971,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000971,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000971,0なんだ？\nオレに%1F何か%1F用でもあるのか？,¿Necesitas ayuda?
23000971,<またおまえか？\n…で　オレに%1F何か%1F用でもあるのか？,¿Necesitas que te ayude o algo?
23000971,Lじゃあ　あっちへ%1F行きな。\nオレは　おまえに%1F用なんてないんだよ。,"Entonces, lárgate.\n¡Ya me has hecho perder bastante tiempo!"
23000971,\オレの%1F勝ちだな。\nそれじゃあ　あっちへ%1F行きな。\nもう%2F用事は%1F終わっただろ？,He ganado. Ya puedes irte. Hemos terminado.
23000971,d…オレの%1F負けだな。　%2F約束してたし\nサッカー%1F部に%1F入ってやるよ。\nこれでいいだろっ？,"Pues parece que he perdido, ¿no?\nBueno, lo prometido es deuda.\n¡Me uniré al club!"
23000971,p…%2F一緒にサッカーがしたいだ？\nだったら　オレに%1F勝ってみろよ！\nそうしたら　%1F何でもしてやるぜっ！！,"¿Quieres que juegue con vosotros?\nBueno, vale. Si consigues vencerme, lo haré."
23000972,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000972,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000972,",あれ　%2F人違いか？\n%1F悪かったな。",¡Ah! Debo de haberte confundido\ncon otra persona. Perdona.
23000972,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000972,Hあんたたち　また%1F来たのかい？\nオレを%2F仲間にしたいんだっけ？,"¡Ah! Eres tú otra vez. Sigues queriendo\nque me una a vuestro club, ¿verdad?"
23000972,Hだったら　オレを%1F倒してみな。\nもし%1F勝てたら　なってやるさ。,"¿Por qué no intentas vencerme? ¡Venga!\n¡Si me ganas, me uniré al equipo!"
23000972,L…へえ　なかなかおもしろいじゃん。\nいいよ　オレも%2F一緒に%1F行くよ！,"¡Vayaaa! ¡Qué divertido!\n¡Contad conmigo, chicos!"
23000972,Xオレの%1F勝ちだな。\n%2F残念だけど　%2F仲間にはならないぜ。\nそれじゃあまたな。,"¡Ajá! ¡He ganado! Lo siento, pero\ndesgraciadamente no voy a poder unirme\na vosotros, chicos. ¡Ya nos veremos!"
23000973,$じゃあ　%1F後は%1F任せたぞ。,"¿Qué?\n¿Eres tú, Mark?"
23000973,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000973,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000973,",じゃあ　%1F後のことは%1F任せましたよ！","Bueno, ¡el resto es cosa tuya!"
23000973,0なんだあ？\nえんりょしなくていいんだぜ？,"¡Je, je! ¡Genial!"
23000973,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000973,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000973,Xよう　%2F円堂！\nおまえ　サッカー%1F部に\n%1F入ってくれるヤツをさがしてるんだろ？,"¡Oye, Evans! Me han dicho que andas\nbuscando gente para el equipo de fútbol."
23000973,なんだ　%2F円堂か？,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000973,へへっ…よろしくな！,Bueno... ¿y si me coges a mí?
23000974,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000974,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000974,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000974,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000974,8あんたたちかい？\nオレを%2F仲間にしたいってのは？,"¡Ah! Eres tú. Quieres que me una\na vuestro club, ¿verdad?"
23000974,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000974,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000974,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000974,H%s　は\n%2F稲妻%2F駅前の　%2F本屋の%1F前にいる\nと%1F言ってたぞ。,He oído que %s está\nfrente a la librería de la estación.
23000974,d…へえ　なかなかおもしろそうじゃん。\nいいよ　オレも%2F一緒に%1F行くぜ！\nこれからよろしくな！,Parece divertido.\n¡Estaré encantado de jugar con vosotros!
23000974,なんだ　%2F人違いか？,¡Ah! Es que pensaba que eras otra persona.
23000975,$…ボクとサッカーしたいって？,¿Quieres jugar conmigo al fútbol?
23000975,$じゃあ　%1F後は%1F任せたぞ。,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000975,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000975,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000975,",じゃあ　%1F後のことは%1F任せましたよ！","¿Qué?\n¿Eres tú, Mark?"
23000975,0どうしたのかな？\nボクに%1F何か%1F用かな？,¿Qué pasa? ¿Puedo ayudarte en algo?
23000975,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000975,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000975,T…そうだな　やったことないけど\nせっかく%1F誘ってくれたんだし\nボク%1F入るよ。,"Bueno... No he jugado nunca, pero, ya que\nme lo pides tan amablemente, ¡lo intentaré!"
23000975,これからよろしくね。,Bueno. ¡Os alcanzo luego!
23000976,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000976,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000976,Hふむ…　サッカー%1F部に%1F入ってくれる%1F人を\n%1F探していると…。,Así que estás buscando jugadores para\ntu equipo. Mmm...
23000976,Lそうですか…\n%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,"Vale. Si cambias de idea, vente para acá.\nTe estaré esperando."
23000976,Tふむ…　なにやらお%1F困りのようですね。\nボクでよければ　%2F相談にのりますよ？,Me da la impresión de que estás preocupado\npor algo. ¿Quieres que lo hablemos?
23000976,\ボクの%1F勝ちですね…。\nまた%2F相談したくなりましたら\nいつでもお%1F待ちしてますよ。,Bueno... Pues ya ves. He ganado.\nVuelve cuando creas que vas\na poder vencerme.
23000976,h%1F分かりました。\nここで%1F会ったのも　%1F何かのエンですし\nボクに%1F勝てたら　%1F入りましょう！,Yo estaba precisamente buscando un club\nal que apuntarme. ¡Supongo que es el destino!
23000976,�ここで%1F会ったのも　%1F何かのエンですね。\nボクがサッカー%1F部に%1F入りましょう。\nこれからよろしくお%1F願いしますね。,Me encantaría unirme a vuestro club.\n¡Qué suerte habernos encontrado!
23000977,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000977,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000977,",%2FＯＫ！\nそれじゃあ　%1F始めよう！",¡Aaaah!\n¡A mí sí que me apetecía jugar un partido!
23000977,0またキミかい？\nボクに%1F何か%1F用なのか？,"Pues tampoco tengo mucha experiencia,\npero puedo probar otra vez y, si me acaba\ngustando, supongo que podría apuntarme."
23000977,4うんっ？　なんだい？\nボクに%1F何か%1F用なの？,"¿Eh? ¿Qué queréis, que me una a vosotros?"
23000977,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000977,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000977,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000977,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000977,それで　どうだい？,Muy bien. ¡Vamos a empezar!
23000978,$…なに？\nオレに%2F用事か？,¿Eh? ¿Me necesitas para algo?
23000978,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000978,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000978,0…サッカー？\nそんなの　やったことない。,¿Fútbol? ¡Si apenas he tocado \nun balón en toda mi vida!
23000978,<…もし%2F面白いなら　やってもいい。\nそれでいいだろ？,"Pero bueno, vamos a ello. Si me acaba\ngustando, quizá me una a vosotros.\n¿Preparados?"
23000978,`…つまらなくはない。\n%2F面白いかは　まだ%1F分からないが…\n%2F約束だから　%1F入ってやる。,"¡No ha estado mal! Aún no tengo claro\nsi esto me va o no, pero lo prometido\nes deuda: ¡me uno al equipo!"
23000978,そうか…。,¡Ah! Vale.
23000978,つまらん…。,¡Qué rollo!
23000979,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000979,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000979,",%2FＯＫ！\nそれじゃあ　%1F始めよう！",¡Aaaah!\n¡A mí sí que me apetecía jugar un partido!
23000979,0またキミかい？\nボクに%1F何か%1F用なのか？,"Pues tampoco tengo mucha experiencia,\npero puedo probar otra vez y, si me acaba\ngustando, supongo que podría apuntarme."
23000979,4うんっ？　なんだい？\nボクに%1F何か%1F用なの？,"¿Eh? ¿Qué queréis, que me una a vosotros?"
23000979,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000979,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000979,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000979,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000979,それで　どうだい？,Muy bien. ¡Vamos a empezar!
23000980,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000980,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000980,0おまえ…\nオレを%2F仲間にしたいのだろう？,"Quieres que me una a ti, ¿eh?"
23000980,8だったら　オレと%2F勝負して\nオレを%1F倒してみな！,Pues ya sabes... ¡tendrás\nque derrotarme primero!
23000980,8オレを%2F仲間にしたいのなら\nオレに%1F勝ってみな！,"Si quieres que me una a vosotros,\n¡tendréis que derrotarme primero!"
23000980,@ふん…　いいだろう。\n%3F約束通り　%2F仲間になってやるよ。,Je... De acuerdo.\nMe uniré al equipo.
23000980,@オレを%2F仲間にしたいのなら\nもっと　%1F強くなってきな！,"¡Si quieres que me suba al carro,\nmás te vale mejorar cuanto antes!"
23000980,それじゃあ　いくぜ！！,Muy bien. ¡Vamos a jugar!
23000980,ふん　こしぬけがっ！,¡Je! ¡Menudo calzonazos!
23000981,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000981,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000981,",%2FＯＫ！\nそれじゃあ　%1F始めよう！",¡Aaaah!\n¡A mí sí que me apetecía jugar un partido!
23000981,0またキミかい？\nボクに%1F何か%1F用なのか？,"Pues tampoco tengo mucha experiencia,\npero puedo probar otra vez y, si me acaba\ngustando, supongo que podría apuntarme."
23000981,4うんっ？　なんだい？\nボクに%1F何か%1F用なの？,"¿Eh? ¿Qué queréis, que me una a vosotros?"
23000981,H%3F約束通り\nキミと%2F一緒にサッカーするよ。\nこれからよろしくな！,"Lo siento, pero el fútbol no es lo mío."
23000981,Hいいのか？　%2F残念だな…。\nちょっとプレイしてみたかったけどね。,¿Eh? ¿Todavía queréis que me una \na vuestro equipo?
23000981,Xけっこう　サッカーって%1F楽しいな！\n%2F面白いもの　%1F教えてくれてありがとう！,"Mmm... La verdad es que el fútbol mola.\n¡Gracias por enseñarme a jugar!\nMe uniré al equipo, tal como te prometí."
23000981,h…ボクとサッカーしたい？\nそうだね…　プレイしたことないけど\n%1F楽しかったら　やってもいいよ。,"Pues la verdad es que no he jugado nunca,\npero puedo probar. Si me gusta, \n¡a lo mejor me apunto!"
23000981,それで　どうだい？,Muy bien. ¡Vamos a empezar!
23000982,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000982,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000982,0なんだ？\nオレに%1F何か%1F用でもあるのか？,¿Necesitas ayuda?
23000982,<またおまえか？\n…で　オレに%1F何か%1F用でもあるのか？,¿Necesitas que te ayude o algo?
23000982,Lじゃあ　あっちへ%1F行きな。\nオレは　おまえに%1F用なんてないんだよ。,"Entonces, lárgate.\n¡Ya me has hecho perder bastante tiempo!"
23000982,\オレの%1F勝ちだな。\nそれじゃあ　あっちへ%1F行きな。\nもう%2F用事は%1F終わっただろ？,He ganado. Ya puedes irte. Hemos terminado.
23000982,d…オレの%1F負けだな。　%2F約束してたし\nサッカー%1F部に%1F入ってやるよ。\nこれでいいだろっ？,"Pues parece que he perdido, ¿no?\nBueno, lo prometido es deuda.\n¡Me uniré al club!"
23000982,p…%2F一緒にサッカーがしたいだ？\nだったら　オレに%1F勝ってみろよ！\nそうしたら　%1F何でもしてやるぜっ！！,"¿Quieres que juegue con vosotros?\nBueno, vale. Si consigues vencerme, lo haré."
23000983,$では　%1F教えてもらおうか！,¡Pues venga! ¡Demostrádmelo!
23000983,$というわけで　もう１%1F回だ！,Mmmm... ¡Impresionante!\nMuy bien. Me uniré al equipo tal\ncomo os prometí.
23000983,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000983,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000983,8%1F悪いが…\n%2F面白いとは　とても%1F思えないな。,"Bueno, ¡el resto es cosa tuya!"
23000983,8できないなら\nサッカー%1F部には　%1F入らないぞ。,Necesito saber en qué me estoy metiendo\nantes de aceptar nada.
23000983,8なかなか　サッカーというのも\n%2F面白いものだな。,"Perdonad, pero no sois lo bastante buenos."
23000983,@オレに%1F会いに%1F来るなんて\nいったい　なんの%1F用だい？,¿Has venido hasta aquí solo para verme?\n¿Por qué?
23000983,\ならば　オレにサッカーの%1F楽しさを\nわからせてみろ！\nもしできたら　%1F入ってやるぞ。,¿Quieres que me una a vosotros? Mmm...\n¿Estáis dispuestos a demostrarme lo bien\nque jugáis?
23000983,\オレに　サッカーの%1F楽しさを\nわからせてくれたら\nサッカー%1F部に%1F入ってやるぞ。,Vale. Enseñadme cómo os movéis en el campo\ny me uniré a vuestro club.
23000983,hうーむ…。\nまだ　%2F面白いとまでは%1F感じないが…。\nもう%1F少しで　%1F分かるような%1F気がする。,Mmmm... Aún no he tomado una decisión con\nrespecto a vosotros.\nVamos a jugar otro partido.
23000983,おも,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000983,おもしろ,"¿Qué?\n¿Eres tú, Mark?"
23000983,わる,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000984,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000984,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000984,",…サッカー%1F部に%1F入って%1F欲しい？","¡Aah! ¡He perdido!\nBueno, ¿qué es lo que quieres que haga\nexactamente?"
23000984,",どっしたのー？\nボクに%1F何か%1F用？",¿Qué ocurre? ¿Me necesitas para algo?
23000984,<なかなか%1F楽しかったよー。\nそれじゃあ　またねー！,¡Ha sido divertidísimo!\nMuy bien. ¡Nos vemos!
23000984,H%1F分かった！　ボク%1F入るよ！\nこれからよろしくお%1F願いするね！,¿Jugar en vuestro club?\n¡Guay! ¡Estaría muy bien!
23000984,H%1F用を%1F聞いて%1F欲しいなら\nこの%2F勝負に%1F勝ってからねっ！！,"Vale, vale... ¡Ya me lo contarás después,\ncuando me hayas vencido!"
23000985,$…おいらとサッカーしたいって？,¿Queréis que juegue al fútbol con vosotros?\n¡Por supuesto! ¡Será un placer!
23000985,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000985,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000985,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000985,",じゃあ　%1F後のことは%1F任せましたよ！","¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000985,",どっしたのー？\nおいらに%1F何か%1F用？",¿Qué ocurre? ¿Me necesitas para algo?
23000985,8うん　いいよー！\nおいら　がんばっちゃうよー！！,"¡Ah! Vale. Entonces, ¡hasta luego!"
23000985,8はいはい　もしもし！\nあっ　%2F円堂くんですね！,¡Esfuérzate al máximo!\n¡Forma un equipo superfuerte!
23000985,<%2F場所がわからなくなったら\nケータイに%2F連絡をくれ。,"¿Qué?\n¿Eres tú, Mark?"
23000985,D%2F場所がわからなくなったら\nケータイで%2F連絡をくださいね。,"Bueno, ¡el resto es cosa tuya!"
23000985,P%s　は\n%2F大阪%3F市街地の　カラオケ%1F屋の%1F前にいる\nと%1F言ってたぞ。,He oído que %s está\nen el karaoke de Osaka.
23000986,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000986,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000986,",…サッカー%1F部に%1F入って%1F欲しい？","¡Aah! ¡He perdido!\nBueno, ¿qué es lo que quieres que haga\nexactamente?"
23000986,",どっしたのー？\nボクに%1F何か%1F用？",¿Qué ocurre? ¿Me necesitas para algo?
23000986,<なかなか%1F楽しかったよー。\nそれじゃあ　またねー！,¡Ha sido divertidísimo!\nMuy bien. ¡Nos vemos!
23000986,H%1F分かった！　ボク%1F入るよ！\nこれからよろしくお%1F願いするね！,¿Jugar en vuestro club?\n¡Guay! ¡Estaría muy bien!
23000986,H%1F用を%1F聞いて%1F欲しいなら\nこの%2F勝負に%1F勝ってからねっ！！,"Vale, vale... ¡Ya me lo contarás después,\ncuando me hayas vencido!"
23000987,$では　%1F教えてもらおうか！,¡Pues venga! ¡Demostrádmelo!
23000987,$というわけで　もう１%1F回だ！,Mmmm... ¡Impresionante!\nMuy bien. Me uniré al equipo tal\ncomo os prometí.
23000987,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
23000987,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
23000987,8%1F悪いが…\n%2F面白いとは　とても%1F思えないな。,"Bueno, ¡el resto es cosa tuya!"
23000987,8できないなら\nサッカー%1F部には　%1F入らないぞ。,Necesito saber en qué me estoy metiendo\nantes de aceptar nada.
23000987,8なかなか　サッカーというのも\n%2F面白いものだな。,"Perdonad, pero no sois lo bastante buenos."
23000987,@オレに%1F会いに%1F来るなんて\nいったい　なんの%1F用だい？,¿Has venido hasta aquí solo para verme?\n¿Por qué?
23000987,\ならば　オレにサッカーの%1F楽しさを\nわからせてみろ！\nもしできたら　%1F入ってやるぞ。,¿Quieres que me una a vosotros? Mmm...\n¿Estáis dispuestos a demostrarme lo bien\nque jugáis?
23000987,\オレに　サッカーの%1F楽しさを\nわからせてくれたら\nサッカー%1F部に%1F入ってやるぞ。,Vale. Enseñadme cómo os movéis en el campo\ny me uniré a vuestro club.
23000987,hうーむ…。\nまだ　%2F面白いとまでは%1F感じないが…。\nもう%1F少しで　%1F分かるような%1F気がする。,Mmmm... Aún no he tomado una decisión con\nrespecto a vosotros.\nVamos a jugar otro partido.
23000987,おも,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000987,おもしろ,"¿Qué?\n¿Eres tú, Mark?"
23000987,わる,"¿Hola? ¿Hola?\n¡Ah! Eres tú, Mark."
23000988,$…%2F一緒にサッカーがしたい？,¿Eh?\n¿Quieres que me apunte a tu club de fútbol?
23000988,$じゃあ　%1F後は%1F任せたぞ。,¡No te rindas!\n¡Forma el equipo más fuerte del mundo!
23000988,%s\nが%2F仲間になった！,¡%s\nse te ha unido!
